,1. Buy & Hold,2. VT Buy & Hold,3. Risk Parity,4. RORO Crash,5. 2D Signal,6. RORO 2D,7. VT RORO 2D,8. Multi-Asset,9. Ensemble WFO,10. Full Stack
2020-01-15,1.118665042840718,1.1126742574143567,1.0716194641893872,1.0947739582587734,1.0595727440654732,1.0685623323496225,1.0613774664262725,1.0354576646474087,1.1342061127763812,1.06687412640785
2020-01-16,1.1279703700645092,1.125399249921824,1.0768251947402556,1.103880553644836,1.0657928481128354,1.074432605517942,1.069840111692374,1.0404877278173263,1.1530358016097568,1.07720231492272
2020-01-17,1.1314814423248771,1.129982052991646,1.0794071481725205,1.1073166407030806,1.068950509329689,1.077615864041936,1.0740393076344483,1.043373340619331,1.1566627339578952,1.0822841060609276
2020-01-21,1.1292659590763603,1.1268696368151145,1.0784707417186126,1.1051484730456058,1.0668574640013915,1.0755058516229825,1.0710809798393637,1.0422830245292556,1.1539165933737987,1.0803739088822564
2020-01-22,1.1294021019354867,1.127046069654646,1.0778741138369432,1.1052817083314748,1.0669860829722035,1.0756355132323405,1.0712486779052866,1.0415869586011226,1.1540763285680524,1.0791571114014513
2020-01-23,1.1306973189723126,1.12887933544268,1.0797417965758398,1.1065492637014087,1.0682097202846836,1.0768690698547039,1.0729911830295733,1.0437485928710568,1.1555857641207181,1.0828755112512098
2020-01-24,1.1206420900982514,1.1135240334726124,1.0761960562550488,1.0967087821505594,1.0587101901781455,1.0672925326301987,1.0583960858306523,1.0396313993739403,1.1430154941295323,1.0757419635111052
2020-01-27,1.1026786721940576,1.0912135106688408,1.0654201854012646,1.0791290050325655,1.0417395143900074,1.0501842855287706,1.0371901043713143,1.0271355718470156,1.1247470777127373,1.0556014062143393
2020-01-28,1.1142340763436844,1.1013479974980869,1.0697938204425752,1.0904376229438235,1.041384000111287,1.0439142350945803,1.0308727594093252,1.03219126428239,1.1313716173524666,1.0488444748359473
2020-01-29,1.1133134381569687,1.100576448721547,1.0702226216431845,1.09474230504952,1.041549299158924,1.0485572155821412,1.035457735785916,1.0354305869891072,1.1359958491748297,1.0535093833767415
2020-01-30,1.1169268035491937,1.1037353834083754,1.0711668426576153,1.0944358052896468,1.0417146244445048,1.0482636464624435,1.035167834184495,1.0353813768258915,1.1356777994809584,1.053214427777109
2020-01-31,1.0966456092646255,1.085252087820296,1.0597573945166008,1.0983427213996038,1.0418799759721944,1.0520057372347411,1.0388631755360276,1.0361326033290978,1.1397319412305866,1.056974191844799
2020-02-03,1.1047922342857417,1.0911161330997978,1.0614752126200349,1.0955823789465782,1.0420453537461583,1.0493618483640477,1.0362523164021291,1.0343853106566412,1.1368675798603587,1.0543178163104086
